Gene	Is_Overlapped_gene(1,0)	Number_Overlapped_gene	Is_Unique_gene(1,0)	Longest_transcript	TPM_mean	TPM_sd	TPM_rsd	TPM_max	TPM_min
TraesCSU02G251300	0	0	1	TraesCSU02G251300.1	0.043799568	0.07338332	1.6754347	0.27392045	0.0
TraesCSU02G251400	0	0	1	TraesCSU02G251400.1	0.18786025	0.20180054	1.0742056	0.8687123	0.0
TraesCSU02G251500	0	0	1	TraesCSU02G251500.1	64.56926	107.474625	1.6644859	427.17233	0.040115666
TraesCSU02G251700	0	0	1	TraesCSU02G251700.1	8.0534525E-4	0.003359575	4.171596	0.016237583	0.0
TraesCSU02G251800	0	0	1	TraesCSU02G251800.1	8.423119E-4	0.0049831844	5.91608	0.029480917	0.0
TraesCSU02G251900	0	0	1	TraesCSU02G251900.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G251939	0	0	1	TraesCSU02G251939.1	72.12833	329.7559	4.571795	1857.8367	0.0
TraesCSU02G252000	0	0	1	TraesCSU02G252000.1	0.019733364	0.07307504	3.7031212	0.38628316	0.0
TraesCSU02G252100	0	0	1	TraesCSU02G252100.1	2.1445524E-4	0.0012687343	5.91608	0.0075059333	0.0
TraesCSU02G252300	0	0	1	TraesCSU02G252300.1	3.4935764E-4	0.0020668276	5.91608	0.012227517	0.0
TraesCSU02G252400	0	0	1	TraesCSU02G252400.1	0.008069546	0.016979303	2.1041212	0.07933567	0.0
TraesCSU02G252500	0	0	1	TraesCSU02G252500.1	0.010910573	0.04166007	3.8183208	0.21763833	0.0
TraesCSU02G252600	0	0	1	TraesCSU02G252600.1	0.024739986	0.045663644	1.8457425	0.17393933	0.0
TraesCSU02G252700	0	0	1	TraesCSU02G252700.1	0.87308544	0.76967627	0.88155895	3.70963	0.0
TraesCSU02G252800	0	0	1	TraesCSU02G252800.1	1.1237023	2.4562688	2.1858714	12.826467	0.0
TraesCSU02G253000	0	0	1	TraesCSU02G253000.1	0.05836892	0.09380929	1.6071788	0.42510116	0.0
TraesCSU02G253100	0	0	1	TraesCSU02G253100.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G253200	1	1	0	TraesCSU02G253200.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G253300	1	1	0	TraesCSU02G253300.1	0.015483608	0.040048	2.5864773	0.17279	0.0
TraesCSU02G253400	0	0	1	TraesCSU02G253400.1	10.326048	29.568186	2.8634562	123.71192	0.0
TraesCSU02G253500	0	0	1	TraesCSU02G253500.1	9.197989	13.444716	1.4617018	51.332233	0.0068705333
TraesCSU02G253600	0	0	1	TraesCSU02G253600.1	0.008899049	0.015222609	1.7105883	0.061093874	0.0
TraesCSU02G253700	0	0	1	TraesCSU02G253700.1	0.3320681	0.75591475	2.2763848	3.0982034	0.0
TraesCSU02G253800	0	0	1	TraesCSU02G253800.1	3.7607906E-4	0.0015915498	4.2319555	0.0080720335	0.0
TraesCSU02G253900	0	0	1	TraesCSU02G253900.1	3.5816445	7.1594152	1.9989185	37.47111	0.0
TraesCSU02G254000	0	0	1	TraesCSU02G254000.1	0.0023184372	0.011814018	5.0956817	0.069219336	0.0
TraesCSU02G254100	0	0	1	TraesCSU02G254100.1	0.60021144	0.30677006	0.5111033	1.1883165	0.091955
TraesCSU02G254200	0	0	1	TraesCSU02G254200.1	0.04283746	0.13788377	3.2187662	0.727535	0.0
TraesCSU02G254300	0	0	1	TraesCSU02G254300.1	0.43349317	0.6950717	1.6034201	2.7430406	0.0
TraesCSU02G254400	0	0	1	TraesCSU02G254400.1	0.018764231	0.09718856	5.179459	0.5753198	0.0
TraesCSU02G254416	0	0	1	TraesCSU02G254416.1	0.0064946846	0.02455871	3.7813554	0.13531734	0.0
TraesCSU02G254500	0	0	1	TraesCSU02G254500.1	0.033533372	0.16878387	5.0333104	0.99334335	0.0
TraesCSU02G254600	0	0	1	TraesCSU02G254600.1	140.30972	165.44751	1.1791593	763.071	0.45329866
TraesCSU02G254700	0	0	1	TraesCSU02G254700.1	0.0010890159	0.00290899	2.67121	0.014461516	0.0
TraesCSU02G254800	0	0	1	TraesCSU02G254800.1	0.004256171	0.015082363	3.5436459	0.077911	0.0
TraesCSU02G254900	0	0	1	TraesCSU02G254900.2	0.009984557	0.024210934	2.424838	0.116103485	0.0
TraesCSU02G255000	0	0	1	TraesCSU02G255000.1	0.89458317	2.6484241	2.960512	15.630914	0.0
TraesCSU02G255100	0	0	1	TraesCSU02G255100.1	5.383802	2.407493	0.44717342	12.3592	1.1044197
TraesCSU02G255200	0	0	1	TraesCSU02G255200.1	103.01304	522.1317	5.0685983	3075.1133	0.0
TraesCSU02G255300	0	0	1	TraesCSU02G255300.1	0.108163804	0.2673644	2.4718475	1.2036073	0.0
TraesCSU02G255400	0	0	1	TraesCSU02G255400.1	0.110477276	0.65202016	5.9018483	3.8576586	0.0
TraesCSU02G255500	0	0	1	TraesCSU02G255500.1	7.688476E-4	0.0045485636	5.91608	0.026909666	0.0
TraesCSU02G255529	0	0	1	TraesCSU02G255529.1	62.555553	258.745	4.1362433	1222.001	0.0
TraesCSU02G255600	1	1	0	TraesCSU02G255600.1	0.0016804571	0.00692605	4.121527	0.029693	0.0
TraesCSU02G255700	1	1	0	TraesCSU02G255700.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G255800	0	0	1	TraesCSU02G255800.1	0.048465632	0.11959375	2.467599	0.6754577	0.0
TraesCSU02G255900	0	0	1	TraesCSU02G255900.1	3.0603856E-4	0.0018105486	5.91608	0.01071135	0.0
TraesCSU02G256000	0	0	1	TraesCSU02G256000.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G256100	0	0	1	TraesCSU02G256100.1	7.0080906E-4	5.583087E-4	0.796663	0.00211323	0.0
TraesCSU02G256200	0	0	1	TraesCSU02G256200.1	0.01111623	0.008335646	0.74986273	0.031666465	0.0
TraesCSU02G256300	0	0	1	TraesCSU02G256300.1	0.002671554	0.009604353	3.5950437	0.0431495	0.0
TraesCSU02G256400	0	0	1	TraesCSU02G256400.1	0.0041660466	0.01249577	2.9994311	0.051343832	0.0
TraesCSU02G256500	0	0	1	TraesCSU02G256500.1	7.479952E-4	0.0044251992	5.91608	0.026179833	0.0
TraesCSU02G256600	0	0	1	TraesCSU02G256600.1	0.0018764638	0.0070706625	3.7680783	0.036748834	0.0
TraesCSU02G256700	0	0	1	TraesCSU02G256700.1	5.979086	3.455733	0.57797015	16.83159	1.4240466
TraesCSU02G256800	0	0	1	TraesCSU02G256800.1	0.020042341	0.07771409	3.8774958	0.455581	0.0
TraesCSU02G256900	0	0	1	TraesCSU02G256900.1	0.097324654	0.18060258	1.8556714	0.79353935	0.0
TraesCSU02G257000	0	0	1	TraesCSU02G257000.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G257100	0	0	1	TraesCSU02G257100.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G257200	0	0	1	TraesCSU02G257200.1	5.0240264	10.085208	2.0073955	45.18273	0.0
TraesCSU02G257300	0	0	1	TraesCSU02G257300.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G257400	0	0	1	TraesCSU02G257400.1	6.121667E-4	0.0036216269	5.91608	0.021425834	0.0
TraesCSU02G257500	0	0	1	TraesCSU02G257500.1	0.0013644219	0.0064832573	4.7516513	0.037181668	0.0
TraesCSU02G257591	0	0	1	TraesCSU02G257591.1	1042.1129	4842.1953	4.646517	27567.066	0.0
TraesCSU02G257600	0	0	1	TraesCSU02G257600.1	2.7917442	14.57491	5.2207184	86.263374	0.0
TraesCSU02G257680	0	0	1	TraesCSU02G257680.1	0.05790978	0.035226215	0.6082948	0.12063934	0.0
TraesCSU02G257700	0	0	1	TraesCSU02G257700.1	9.259962E-5	5.4782676E-4	5.91608	0.0032409867	0.0
TraesCSU02G257800	0	0	1	TraesCSU02G257800.1	11.458717	64.071365	5.5914955	379.33636	0.0
TraesCSU02G257900	0	0	1	TraesCSU02G257900.1	0.006724299	0.03978149	5.91608	0.23535046	0.0
TraesCSU02G258000	0	0	1	TraesCSU02G258000.1	0.0014401086	0.0050516226	3.5078068	0.024674434	0.0
TraesCSU02G258100	0	0	1	TraesCSU02G258100.1	1685.6326	860.1148	0.5102623	5570.992	558.6247
TraesCSU02G258200	0	0	1	TraesCSU02G258200.1	30.02354	27.220894	0.9066517	171.4111	5.3711333
TraesCSU02G258300	0	0	1	TraesCSU02G258300.1	0.011978775	0.031343855	2.616616	0.13007967	0.0
TraesCSU02G258400	0	0	1	TraesCSU02G258400.1	0.060512338	0.08050736	1.3304288	0.326683	0.0
TraesCSU02G258500	0	0	1	TraesCSU02G258500.1	0.11979204	0.2705565	2.2585518	1.2492783	0.0
TraesCSU02G258600	0	0	1	TraesCSU02G258600.1	8.042127E-5	4.7577865E-4	5.91608	0.0028147444	0.0
TraesCSU02G258700	0	0	1	TraesCSU02G258700.1	1.0719216	0.8320242	0.77619874	2.627855	0.0
TraesCSU02G258800	0	0	1	TraesCSU02G258800.1	21.20153	19.801317	0.933957	56.335766	0.036928
TraesCSU02G258900	0	0	1	TraesCSU02G258900.1	6.6931033	2.9851122	0.44599822	14.035053	2.0549307
TraesCSU02G259000	0	0	1	TraesCSU02G259000.1	0.008566457	0.015311883	1.7874231	0.06440243	0.0
TraesCSU02G259085	0	0	1	TraesCSU02G259085.1	0.0024079524	0.011289244	4.688317	0.064328335	0.0
TraesCSU02G259100	0	0	1	TraesCSU02G259100.1	0.013445712	0.027434414	2.040384	0.091205664	0.0
TraesCSU02G259200	0	0	1	TraesCSU02G259200.1	0.003848112	0.012471432	3.2409222	0.054064	0.0
TraesCSU02G259300	0	0	1	TraesCSU02G259300.1	0.029757682	0.06688786	2.2477512	0.299205	0.0
TraesCSU02G259500	0	0	1	TraesCSU02G259500.1	0.008964661	0.02211969	2.467432	0.09937817	0.0
TraesCSU02G259600	1	1	0	TraesCSU02G259600.1	4.6018944	4.463531	0.9699334	17.962736	0.0
TraesCSU02G259700	1	1	0	TraesCSU02G259700.1	0.0069674477	0.026612246	3.8195114	0.14315633	0.0
TraesCSU02G259800	0	0	1	TraesCSU02G259800.1	2.1201298	1.7647518	0.83237904	7.1906466	0.0
TraesCSU02G259900	0	0	1	TraesCSU02G259900.1	0.050339516	0.11239312	2.2327015	0.5587041	0.0
TraesCSU02G260000	0	0	1	TraesCSU02G260000.1	0.003144219	0.018601451	5.91608	0.11004767	0.0
TraesCSU02G260100	0	0	1	TraesCSU02G260100.1	0.50628114	0.84534186	1.6697083	3.7425106	0.0
TraesCSU02G260200	0	0	1	TraesCSU02G260200.1	0.0011195367	0.0033719304	3.011898	0.01547075	0.0
TraesCSU02G260300	0	0	1	TraesCSU02G260300.1	0.57874006	0.3773095	0.6519499	2.0995414	0.0970851
TraesCSU02G260400	0	0	1	TraesCSU02G260400.1	14.406077	10.038645	0.69683397	58.0801	6.664183
TraesCSU02G260500	0	0	1	TraesCSU02G260500.1	4.352305E-4	0.0025748583	5.91608	0.015233067	0.0
TraesCSU02G260600	0	0	1	TraesCSU02G260600.1	0.42745078	0.2535204	0.59309846	1.191614	0.14516734
TraesCSU02G260700	0	0	1	TraesCSU02G260700.1	313.8183	142.47404	0.45400172	573.7195	68.6007
TraesCSU02G260800	0	0	1	TraesCSU02G260800.1	0.13419807	0.58065414	4.3268447	3.1552167	0.0
TraesCSU02G260900	0	0	1	TraesCSU02G260900.1	0.002052418	0.010362567	5.0489554	0.060598712	0.0
TraesCSU02G261000	0	0	1	TraesCSU02G261000.1	0.0014163079	0.008378991	5.91608	0.049570777	0.0
TraesCSU02G261100	0	0	1	TraesCSU02G261100.1	1.6705273	0.947404	0.5671287	3.76258	0.38187066
TraesCSU02G261200	0	0	1	TraesCSU02G261200.1	0.0017033317	0.008269316	4.854789	0.047828443	0.0
TraesCSU02G261307	0	0	1	TraesCSU02G261307.1	2.9419715E-4	0.0017404938	5.91608	0.0102969	0.0
TraesCSU02G261300	0	0	1	TraesCSU02G261300.1	2.9419715E-4	0.0017404938	5.91608	0.0102969	0.0
TraesCSU02G261400	0	0	1	TraesCSU02G261400.1	3.0418222	3.1524115	1.0363562	9.498187	0.012194667
TraesCSU02G261500	0	0	1	TraesCSU02G261500.1	0.03148985	0.041191727	1.3080955	0.16442867	0.0
TraesCSU02G261600	0	0	1	TraesCSU02G261600.1	0.66516244	2.4126766	3.6271992	13.315119	0.0
TraesCSU02G261700	0	0	1	TraesCSU02G261700.1	0.19907124	0.1536832	0.772001	0.66111	0.0
TraesCSU02G261800	0	0	1	TraesCSU02G261800.1	0.46289992	0.5412781	1.16932	3.1806197	0.0
TraesCSU02G261900	0	0	1	TraesCSU02G261900.1	0.7137962	1.126727	1.5784996	4.672583	0.0
TraesCSU02G262000	0	0	1	TraesCSU02G262000.1	0.028311044	0.043193903	1.5256909	0.15484966	0.0
TraesCSU02G262100	0	0	1	TraesCSU02G262100.1	1.2010059	0.8521253	0.7095097	3.6174285	0.0
TraesCSU02G262200	0	0	1	TraesCSU02G262200.1	0.2629207	0.5289364	2.0117714	2.2680686	0.0
TraesCSU02G262300	0	0	1	TraesCSU02G262300.1	0.0017407257	0.010298273	5.91608	0.0609254	0.0
TraesCSU02G262400	0	0	1	TraesCSU02G262400.1	2.9054294	4.3188925	1.4864902	26.460752	0.49163
TraesCSU02G262500	0	0	1	TraesCSU02G262500.1	8.6913235E-4	0.0038022122	4.3747215	0.020467833	0.0
TraesCSU02G262600	0	0	1	TraesCSU02G262600.1	0.0010003477	0.0059181363	5.91608	0.035012167	0.0
TraesCSU02G262700	0	0	1	TraesCSU02G262700.1	49.731476	102.70973	2.0652862	491.62	0.29151055
TraesCSU02G262800	0	0	1	TraesCSU02G262800.1	0.23610023	0.34892792	1.4778805	1.32199	0.0
TraesCSU02G262900	0	0	1	TraesCSU02G262900.1	0.019966653	0.05804344	2.9070191	0.28350368	0.0
TraesCSU02G263000	0	0	1	TraesCSU02G263000.1	1.201498	0.69399035	0.57760423	3.82832	0.0724636
TraesCSU02G263100	0	0	1	TraesCSU02G263100.1	1.6516376	1.6624931	1.0065726	9.837887	0.41279566
TraesCSU02G263200	0	0	1	TraesCSU02G263200.1	3.7028909	6.8898625	1.8606713	41.998505	0.52437615
TraesCSU02G263300	0	0	1	TraesCSU02G263300.1	1.6705273	0.947404	0.5671287	3.76258	0.38187066
TraesCSU02G263400	1	1	0	TraesCSU02G263400.1	0.07981892	0.107734054	1.3497308	0.417887	0.0
TraesCSU02G263500	1	1	0	TraesCSU02G263500.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G263600	0	0	1	TraesCSU02G263600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G263700	0	0	1	TraesCSU02G263700.1	1.2522475	0.59010386	0.4712358	2.7691622	0.18413167
TraesCSU02G263800	0	0	1	TraesCSU02G263800.1	357.67087	454.76862	1.2714723	2295.8706	1.5228204
TraesCSU02G263900	0	0	1	TraesCSU02G263900.1	1007.0145	417.7184	0.41480875	1952.8309	296.66467
TraesCSU02G264000	0	0	1	TraesCSU02G264000.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G264100	0	0	1	TraesCSU02G264100.1	6.655402	12.532129	1.8830011	44.728268	0.0
TraesCSU02G264200	0	0	1	TraesCSU02G264200.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G264300	0	0	1	TraesCSU02G264300.1	10.3713	49.630764	4.785395	293.52457	0.0
TraesCSU02G264400	0	0	1	TraesCSU02G264400.1	2.096581E-4	0.001240354	5.91608	0.0073380335	0.0
TraesCSU02G264500	0	0	1	TraesCSU02G264500.1	0.0019234639	0.0049922056	2.5954247	0.020148	0.0
TraesCSU02G264600	0	0	1	TraesCSU02G264600.1	0.017953578	0.055188708	3.0739672	0.28759634	0.0
TraesCSU02G264700	0	0	1	TraesCSU02G264700.1	12.954827	7.1349225	0.550754	41.743126	3.6713867
TraesCSU02G264800	0	0	1	TraesCSU02G264800.1	0.0038286299	0.013018552	3.4003162	0.0678795	0.0
TraesCSU02G264900	0	0	1	TraesCSU02G264900.1	0.5370148	0.46277526	0.8617552	2.5454168	0.115662836
TraesCSU02G265000	0	0	1	TraesCSU02G265000.1	0.0012591429	0.0074491897	5.91608	0.04407	0.0
TraesCSU02G265100	0	0	1	TraesCSU02G265100.1	6.07878	5.596954	0.9207364	15.82162	0.010082416
TraesCSU02G265200	0	0	1	TraesCSU02G265200.1	0.020348368	0.048797034	2.398081	0.23435314	0.0
TraesCSU02G265300	0	0	1	TraesCSU02G265300.1	8.045563	7.4565396	0.92678905	32.14526	0.0
TraesCSU02G265400	0	0	1	TraesCSU02G265400.1	0.47436178	0.41146427	0.8674061	1.5181408	0.0
TraesCSU02G265500	0	0	1	TraesCSU02G265500.1	8.045563	7.4565396	0.92678905	32.14526	0.0
TraesCSU02G265600	0	0	1	TraesCSU02G265600.1	1.1386961	0.7847727	0.6891854	4.012085	0.127099
TraesCSU02G265700	0	0	1	TraesCSU02G265700.1	5.2166395	3.0174131	0.5784209	12.6690035	1.0550033
TraesCSU02G265800	0	0	1	TraesCSU02G265800.1	6.888101	29.392578	4.2671523	174.94272	0.13470633
TraesCSU02G265900	0	0	1	TraesCSU02G265900.1	0.011037188	0.03393168	3.0743048	0.15680133	0.0
TraesCSU02G265913	0	0	1	TraesCSU02G265913.1	6.49292	37.315754	5.747145	220.93	0.0
TraesCSU02G266000	0	0	1	TraesCSU02G266000.1	0.009040782	0.0150356665	1.6630937	0.0561315	0.0
TraesCSU02G266100	0	0	1	TraesCSU02G266100.1	0.002052418	0.010362567	5.0489554	0.060598712	0.0
TraesCSU02G266200	0	0	1	TraesCSU02G266200.1	0.33749062	0.7071493	2.0953155	3.2966852	0.0
TraesCSU02G266300	0	0	1	TraesCSU02G266300.1	10.892425	7.7710204	0.7134335	38.68362	1.797072
TraesCSU02G266400	0	0	1	TraesCSU02G266400.1	0.0019720008	0.011666514	5.91608	0.069020025	0.0
TraesCSU02G266500	0	0	1	TraesCSU02G266500.1	0.019966653	0.05804344	2.9070191	0.28350368	0.0
TraesCSU02G266600	0	0	1	TraesCSU02G266600.1	0.045889158	0.12982094	2.8290112	0.67155886	0.0
TraesCSU02G266700	0	0	1	TraesCSU02G266700.1	1.1771718	0.9319054	0.79164773	4.635665	0.10372333
TraesCSU02G266800	0	0	1	TraesCSU02G266800.1	0.0032293524	0.009421911	2.9175854	0.038528666	0.0
TraesCSU02G266900	0	0	1	TraesCSU02G266900.1	0.0011593257	0.005233923	4.514627	0.029097667	0.0
TraesCSU02G267000	0	0	1	TraesCSU02G267000.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G267100	0	0	1	TraesCSU02G267100.1	0.0019663556	0.009457507	4.809663	0.055522166	0.0
TraesCSU02G267200	0	0	1	TraesCSU02G267200.1	0.97701776	3.0427792	3.114354	18.33478	0.08863727
TraesCSU02G267300	0	0	1	TraesCSU02G267300.1	0.051849812	0.105908915	2.0426095	0.4715285	0.0
TraesCSU02G267400	0	0	1	TraesCSU02G267400.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G267500	0	0	1	TraesCSU02G267500.1	1.0345448	4.2624207	4.120093	18.987892	0.0
TraesCSU02G267600	0	0	1	TraesCSU02G267600.1	0.003910138	0.02313269	5.91608	0.13685483	0.0
TraesCSU02G267700	0	0	1	TraesCSU02G267700.1	3.2706785	2.1395445	0.6541592	10.6712265	0.404009
TraesCSU02G267761	0	0	1	TraesCSU02G267761.1	425.53415	1930.592	4.5368676	10817.787	0.0111645665
TraesCSU02G267800	0	0	1	TraesCSU02G267800.1	8.045563	7.4565396	0.92678905	32.14526	0.0
TraesCSU02G267900	0	0	1	TraesCSU02G267900.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G268000	0	0	1	TraesCSU02G268000.1	0.040596206	0.16962948	4.178457	0.9322067	0.0
TraesCSU02G268100	0	0	1	TraesCSU02G268100.1	0.10618962	0.16335268	1.5383111	0.67713666	0.0
TraesCSU02G268200	0	0	1	TraesCSU02G268200.1	0.05836892	0.09380929	1.6071788	0.42510116	0.0
TraesCSU02G268300	0	0	1	TraesCSU02G268300.1	0.02147357	0.036225308	1.6869719	0.115994	0.0
TraesCSU02G268400	0	0	1	TraesCSU02G268400.1	0.30884165	0.2981593	0.9654116	1.1650729	0.0
TraesCSU02G268500	0	0	1	TraesCSU02G268500.1	0.022281822	0.050755177	2.2778738	0.24523513	0.0
TraesCSU02G268600	0	0	1	TraesCSU02G268600.1	0.040411923	0.20886901	5.1685	1.2387495	0.0
TraesCSU02G268700	0	0	1	TraesCSU02G268700.1	0.14296609	0.6618411	4.629357	3.8085284	0.0
TraesCSU02G268800	0	0	1	TraesCSU02G268800.1	0.002052418	0.010362567	5.0489554	0.060598712	0.0
TraesCSU02G268900	0	0	1	TraesCSU02G268900.1	18.338959	15.643948	0.8530445	60.782368	0.28950334
TraesCSU02G269000	0	0	1	TraesCSU02G269000.1	0.004469816	0.014046712	3.1425703	0.0701585	0.0
TraesCSU02G269100	0	0	1	TraesCSU02G269100.1	37.548275	37.511833	0.9990295	165.36983	0.0
TraesCSU02G269200	0	0	1	TraesCSU02G269200.1	0.46749863	0.9125958	1.9520823	4.4253	0.0
TraesCSU02G269300	0	0	1	TraesCSU02G269300.1	0.0029218304	0.016788933	5.746033	0.09936766	0.0
TraesCSU02G269400	0	0	1	TraesCSU02G269400.1	0.587784	0.49132952	0.8359015	2.2471125	0.0
TraesCSU02G269500	0	0	1	TraesCSU02G269500.1	11.0606165	10.207279	0.92284906	35.646137	0.18788484
TraesCSU02G269600	0	0	1	TraesCSU02G269600.1	0.053470448	0.21133421	3.9523551	1.2108617	0.0
TraesCSU02G269700	0	0	1	TraesCSU02G269700.1	0.0015050586	0.004804767	3.192412	0.021322833	0.0
TraesCSU02G269800	0	0	1	TraesCSU02G269800.1	1.2760864	1.0776432	0.8444907	4.841437	0.106223665
TraesCSU02G269900	0	0	1	TraesCSU02G269900.1	22.655197	14.116786	0.6231147	59.169933	0.89373
TraesCSU02G270000	0	0	1	TraesCSU02G270000.1	2313.4646	2259.3127	0.97659266	5969.015	6.668523
TraesCSU02G270100	0	0	1	TraesCSU02G270100.1	0.016830325	0.05245217	3.1165276	0.2955654	0.0
TraesCSU02G270200	0	0	1	TraesCSU02G270200.1	0.130113	0.17502646	1.345188	0.6891388	0.0
TraesCSU02G270300	0	0	1	TraesCSU02G270300.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G270400	0	0	1	TraesCSU02G270400.1	0.030087005	0.042119943	1.399938	0.1787354	0.0
TraesCSU02G270500	0	0	1	TraesCSU02G270500.1	0.7773627	0.5505719	0.7082562	2.9397066	0.10851817
TraesCSU02G270600	0	0	1	TraesCSU02G270600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G270700	0	0	1	TraesCSU02G270700.1	4.59551	25.381021	5.523004	150.38446	0.0
TraesCSU02G270800	0	0	1	TraesCSU02G270800.1	0.17323993	0.18482699	1.0668844	1.0075867	0.0
TraesCSU02G270900	0	0	1	TraesCSU02G270900.1	0.005169194	0.02737427	5.2956553	0.16194934	0.0
TraesCSU02G271000	0	0	1	TraesCSU02G271000.1	6.2765164	12.491272	1.9901601	66.51123	0.0
TraesCSU02G271100	0	0	1	TraesCSU02G271100.1	0.9149248	2.7998092	3.0601523	16.13995	0.0
TraesCSU02G271200	0	0	1	TraesCSU02G271200.1	4.1639075	2.5055494	0.60173035	12.222293	0.6101668
TraesCSU02G271300	0	0	1	TraesCSU02G271300.1	0.35357413	0.25801083	0.729722	0.91871	0.0
TraesCSU02G271400	0	0	1	TraesCSU02G271400.1	0.13568346	0.18383257	1.3548635	1.0770305	0.0
TraesCSU02G271500	0	0	1	TraesCSU02G271500.1	0.0016652572	0.005236274	3.1444237	0.023748633	0.0
TraesCSU02G271600	0	0	1	TraesCSU02G271600.1	2.8464751	1.775951	0.6239124	8.378697	0.5677627
TraesCSU02G271700	0	0	1	TraesCSU02G271700.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G271800	0	0	1	TraesCSU02G271800.1	5.470125	2.5112798	0.45909	10.795272	0.95953333
TraesCSU02G271900	0	0	1	TraesCSU02G271900.1	6.199477E-5	3.6676598E-4	5.91608	0.0021698168	0.0
TraesCSU02G272000	0	0	1	TraesCSU02G272000.1	8.57385	4.9492416	0.5772485	20.566967	0.87755835
TraesCSU02G272100	0	0	1	TraesCSU02G272100.1	1.4832054	2.056571	1.386572	8.642699	0.0
TraesCSU02G272200	0	0	1	TraesCSU02G272200.1	0.014977848	0.037595436	2.5100694	0.191042	0.0
TraesCSU02G272300	0	0	1	TraesCSU02G272300.1	15.523143	16.300482	1.0500762	59.78768	0.0
TraesCSU02G272393	0	0	1	TraesCSU02G272393.1	503.02908	2111.4863	4.1975436	10562.99	0.0
TraesCSU02G272400	0	0	1	TraesCSU02G272400.1	45.97824	44.989525	0.97849596	212.129	0.227616
TraesCSU02G272500	0	0	1	TraesCSU02G272500.1	3.0749128	12.647991	4.1132846	59.573368	0.0
TraesCSU02G272600	0	0	1	TraesCSU02G272600.1	0.014180967	0.06285594	4.4324155	0.36793733	0.0
TraesCSU02G272700	0	0	1	TraesCSU02G272700.1	0.07947581	0.20169312	2.5377924	0.81592536	0.0
TraesCSU02G272776	0	0	1	TraesCSU02G272776.1	0.19907516	0.42174655	2.118529	1.5161407	1.0018984E-8
TraesCSU02G272807	0	0	1	TraesCSU02G272807.1	0.0227003	0.038398117	1.6915246	0.13511133	0.0
TraesCSU02G272800	0	0	1	TraesCSU02G272800.1	0.02583611	0.053353187	2.0650628	0.19200033	0.0
TraesCSU02G272900	0	0	1	TraesCSU02G272900.1	108.527336	631.1127	5.8152413	3735.4468	0.0
TraesCSU02G272997	0	0	1	TraesCSU02G272997.1	0.0	0.0	NaN	0.0	0.0
TraesCS1A02G000100	1	1	1	TraesCS1A02G000100.1	9.434499	14.824873	1.5713471	63.6868	0.9162923
TraesCS1A02G000200	1	1	1	TraesCS1A02G000200.1	111.09136	54.282467	0.48862904	260.4183	28.297567
TraesCS1A02G000300	1	1	1	TraesCS1A02G000300.1	8.978169	4.834817	0.5385081	21.695654	1.959907
TraesCS1A02G000400	1	1	1	TraesCS1A02G000400.1	20.503368	8.585006	0.41871196	42.141464	7.20409
TraesCS1A02G000500	0	0	1	TraesCS1A02G000500.1	0.1387529	0.17989115	1.2964858	0.8535513	0.0
TraesCS1A02G000600	0	0	1	TraesCS1A02G000600.1	1.0151523	0.8755202	0.86245203	3.798616	0.065286
TraesCS1A02G000700	0	0	1	TraesCS1A02G000700.1	3.5853221	3.3307588	0.9289984	15.305582	0.0
TraesCS1A02G000800	0	0	1	TraesCS1A02G000800.1	2.2289162	1.3128723	0.5890182	6.0160832	0.71840733
TraesCS1A02G000900	0	0	1	TraesCS1A02G000900.1	155.81451	78.06064	0.50098443	499.5354	52.329067
TraesCS1A02G001100	1	2	1	TraesCS1A02G001100.1	141.73001	73.0813	0.51563746	368.32977	40.0914
TraesCS1A02G001000	1	1	0	TraesCS1A02G001000.1	33.905056	16.778208	0.4948586	75.0232	8.572937
TraesCS1A02G001200	1	1	0	TraesCS1A02G001200.1	0.006581304	0.017200634	2.61356	0.065329835	0.0
TraesCS1A02G001400	1	1	1	TraesCS1A02G001400.1	19.33771	30.144354	1.5588378	188.73059	3.4623733
TraesCS1A02G001300	1	1	0	TraesCS1A02G001300.1	0.27771437	0.25682992	0.9247988	1.086673	0.0
TraesCS1A02G001500	0	0	1	TraesCS1A02G001500.1	5.962221	4.193095	0.70327735	22.592434	0.58314633
TraesCS1A02G001600	0	0	1	TraesCS1A02G001600.1	0.07855232	0.10217744	1.3007565	0.46162668	0.0
