Gene	Is_Overlapped_gene(1,0)	Number_Overlapped_gene	Is_Unique_gene(1,0)	Longest_transcript	TPM_mean	TPM_sd	TPM_rsd	TPM_max	TPM_min
TraesCSU02G152608	0	0	1	TraesCSU02G152608.1	5.9878075E-4	0.0029469666	4.9216123	0.017120233	0.0
TraesCSU02G152600	0	0	1	TraesCSU02G152600.1	0.09169682	0.4216722	4.5985475	2.48836	0.0
TraesCSU02G152671	0	0	1	TraesCSU02G152671.1	0.0034586785	0.009829007	2.8418388	0.035492666	0.0
TraesCSU02G152700	0	0	1	TraesCSU02G152700.1	0.14929841	0.6672274	4.469085	3.9330666	0.0
TraesCSU02G152800	0	0	1	TraesCSU02G152800.1	2.0133934	5.7393565	2.8505888	30.065998	0.0
TraesCSU02G152900	0	0	1	TraesCSU02G152900.1	0.0028374037	0.0064153927	2.2610083	0.026350867	0.0
TraesCSU02G153000	0	0	1	TraesCSU02G153000.1	4.058954	3.5619242	0.87754744	17.317392	0.43496466
TraesCSU02G153100	0	0	1	TraesCSU02G153100.1	0.39928362	0.44860047	1.1235133	1.7395061	0.0
TraesCSU02G153200	0	0	1	TraesCSU02G153200.1	17.022257	19.343702	1.1363771	76.86176	0.6065753
TraesCSU02G153300	0	0	1	TraesCSU02G153300.1	2.074819E-4	0.0012274795	5.91608	0.0072618667	0.0
TraesCSU02G153400	0	0	1	TraesCSU02G153400.1	1.06283616E-4	6.287824E-4	5.91608	0.0037199266	0.0
TraesCSU02G153500	0	0	1	TraesCSU02G153500.1	0.033702493	0.069858186	2.0727901	0.27156135	0.0
TraesCSU02G153600	0	0	1	TraesCSU02G153600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G153700	0	0	1	TraesCSU02G153700.1	4.885164	6.664387	1.3642095	25.677534	0.037748333
TraesCSU02G153800	0	0	1	TraesCSU02G153800.1	0.07905093	0.3341728	4.2273097	1.8048	0.0
TraesCSU02G153900	0	0	1	TraesCSU02G153900.1	0.005241565	0.011086177	2.1150508	0.05434653	0.0
TraesCSU02G154000	0	0	1	TraesCSU02G154000.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G154108	0	0	1	TraesCSU02G154108.1	0.0045780083	0.014032417	3.0651796	0.062180918	0.0
TraesCSU02G154109	0	0	1	TraesCSU02G154109.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G154100	0	0	1	TraesCSU02G154100.1	0.023152702	0.12225345	5.28031	0.72167367	0.0
TraesCSU02G154111	0	0	1	TraesCSU02G154111.1	0.0024079524	0.011289244	4.688317	0.064328335	0.0
TraesCSU02G154112	0	0	1	TraesCSU02G154112.1	9.473237E-4	0.0056044427	5.91608	0.03315633	0.0
TraesCSU02G154200	0	0	1	TraesCSU02G154200.1	9.197989	13.444716	1.4617018	51.332233	0.0068705333
TraesCSU02G154300	0	0	1	TraesCSU02G154300.1	0.0344782	0.06296244	1.8261522	0.34579432	0.0
TraesCSU02G154400	0	0	1	TraesCSU02G154400.1	0.016272398	0.021705797	1.3339027	0.0742662	0.0
TraesCSU02G154500	0	0	1	TraesCSU02G154500.1	0.5910879	0.34998223	0.59209853	1.3815895	0.09712767
TraesCSU02G154600	0	0	1	TraesCSU02G154600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G154700	0	0	1	TraesCSU02G154700.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G154800	0	0	1	TraesCSU02G154800.1	0.57226133	1.9306754	3.3737655	9.91329	0.0
TraesCSU02G154900	0	0	1	TraesCSU02G154900.1	0.20448989	0.16482835	0.8060465	0.59470123	0.0
TraesCSU02G155000	0	0	1	TraesCSU02G155000.1	1.4712667E-4	8.704131E-4	5.91608	0.0051494334	0.0
TraesCSU02G155100	0	0	1	TraesCSU02G155100.1	0.008766582	0.028925879	3.2995617	0.15566766	0.0
TraesCSU02G155200	0	0	1	TraesCSU02G155200.1	0.005985179	0.014630756	2.4444978	0.06459147	0.0
TraesCSU02G155300	0	0	1	TraesCSU02G155300.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G155400	0	0	1	TraesCSU02G155400.1	0.0719667	0.11761089	1.6342404	0.44426233	0.0
TraesCSU02G155500	0	0	1	TraesCSU02G155500.1	0.90543824	2.5196238	2.782767	10.259223	0.0
TraesCSU02G155600	0	0	1	TraesCSU02G155600.1	0.19607711	0.559623	2.8540967	3.0195649	0.0
TraesCSU02G155700	0	0	1	TraesCSU02G155700.1	8.809286E-4	0.005211644	5.91608	0.0308325	0.0
TraesCSU02G155800	0	0	1	TraesCSU02G155800.1	0.002952821	0.00567519	1.9219553	0.0229737	0.0
TraesCSU02G155909	0	0	1	TraesCSU02G155909.1	0.0012507325	0.0032299934	2.5824814	0.013459567	0.0
TraesCSU02G155900	0	0	1	TraesCSU02G155900.1	0.047492936	0.115811415	2.4384975	0.6912287	0.0
TraesCSU02G156000	0	0	1	TraesCSU02G156000.1	12.468504	20.044289	1.6075935	80.0735	0.0
TraesCSU02G156100	0	0	1	TraesCSU02G156100.1	2.9372437	4.1235914	1.4038984	15.938267	0.0524764
TraesCSU02G156200	0	0	1	TraesCSU02G156200.1	1.4902354	2.2462394	1.5073051	8.006148	0.0
TraesCSU02G156300	0	0	1	TraesCSU02G156300.1	5.7977962	8.163382	1.4080145	27.215933	0.066802666
TraesCSU02G156400	0	0	1	TraesCSU02G156400.1	2.3721485	3.431603	1.4466224	12.152845	0.0
TraesCSU02G156500	0	0	1	TraesCSU02G156500.1	6.8898	17.314667	2.513087	93.2486	0.0
TraesCSU02G156600	0	0	1	TraesCSU02G156600.1	0.25558993	0.5432018	2.1252866	2.2927814	0.0
TraesCSU02G156700	0	0	1	TraesCSU02G156700.4	0.5227763	0.48774838	0.9329964	2.0971634	0.0578615
TraesCSU02G156800	0	0	1	TraesCSU02G156800.1	0.25997624	0.33921936	1.3048091	1.27167	0.0
TraesCSU02G156900	0	0	1	TraesCSU02G156900.1	0.030087005	0.042119943	1.399938	0.1787354	0.0
TraesCSU02G157000	0	0	1	TraesCSU02G157000.1	0.0018460714	0.008450807	4.577725	0.047472667	0.0
TraesCSU02G157100	0	0	1	TraesCSU02G157100.1	0.0016146506	0.003360071	2.0809896	0.012128317	0.0
TraesCSU02G157200	0	0	1	TraesCSU02G157200.1	0.00802883	0.028918399	3.6018195	0.17001666	0.0
TraesCSU02G157300	0	0	1	TraesCSU02G157300.1	0.0032832567	0.012810371	3.901727	0.070419	0.0
TraesCSU02G157400	1	1	0	TraesCSU02G157400.1	0.27512747	0.19209987	0.6982213	0.9182607	0.0
TraesCSU02G157500	1	1	0	TraesCSU02G157500.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G157600	0	0	1	TraesCSU02G157600.1	0.009050123	0.031081866	3.4344137	0.171858	0.0
TraesCSU02G157700	0	0	1	TraesCSU02G157700.1	5.065357E-4	0.0029967057	5.91608	0.01772875	0.0
TraesCSU02G157800	0	0	1	TraesCSU02G157800.1	0.17141409	0.4787928	2.7931938	2.2202232	0.0
TraesCSU02G157900	0	0	1	TraesCSU02G157900.1	9.0454886E-4	0.0031175038	3.4464738	0.014398984	0.0
TraesCSU02G158000	0	0	1	TraesCSU02G158000.1	0.0027498591	0.014062801	5.114008	0.082452	0.0
TraesCSU02G158100	0	0	1	TraesCSU02G158100.1	0.02959136	0.037627082	1.2715564	0.15965083	0.0
TraesCSU02G158200	0	0	1	TraesCSU02G158200.1	1.4890136	2.3479202	1.5768293	8.430603	0.0
TraesCSU02G158300	0	0	1	TraesCSU02G158300.1	0.06071891	0.09760669	1.6075171	0.32815868	0.0
TraesCSU02G158400	0	0	1	TraesCSU02G158400.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G158500	0	0	1	TraesCSU02G158500.1	9.101002	34.58912	3.8005838	186.98567	0.0
TraesCSU02G158600	0	0	1	TraesCSU02G158600.1	0.3994283	0.32819286	0.82165647	1.3170667	0.029948734
TraesCSU02G158700	0	0	1	TraesCSU02G158700.1	0.032090303	0.060200855	1.8759828	0.34221333	0.0
TraesCSU02G158800	0	0	1	TraesCSU02G158800.1	0.48339626	0.5055054	1.045737	1.8070366	0.03743227
TraesCSU02G158900	0	0	1	TraesCSU02G158900.1	17.57836	102.994225	5.859149	609.4843	0.0
TraesCSU02G159000	0	0	1	TraesCSU02G159000.1	0.022198863	0.04747799	2.1387577	0.21434267	0.0
TraesCSU02G159100	0	0	1	TraesCSU02G159100.1	0.0023102665	0.0060909605	2.6364753	0.0282937	0.0
TraesCSU02G159200	0	0	1	TraesCSU02G159200.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G159300	0	0	1	TraesCSU02G159300.1	0.00426401	0.015761493	3.6964011	0.087830566	0.0
TraesCSU02G159400	0	0	1	TraesCSU02G159400.1	21.574205	15.000184	0.6952833	76.9846	5.06629
TraesCSU02G159500	0	0	1	TraesCSU02G159500.1	0.0010472635	0.0027399021	2.6162488	0.009543916	0.0
TraesCSU02G159600	0	0	1	TraesCSU02G159600.1	0.06869712	0.12280383	1.7876124	0.41530666	0.0
TraesCSU02G159700	0	0	1	TraesCSU02G159700.1	0.021972762	0.061439943	2.7961864	0.3202517	0.0
TraesCSU02G159800	0	0	1	TraesCSU02G159800.1	0.004287329	0.01073597	2.5041163	0.046588335	0.0
TraesCSU02G159900	0	0	1	TraesCSU02G159900.1	0.033896998	0.101888835	3.0058365	0.45419216	0.0
TraesCSU02G160100	0	0	1	TraesCSU02G160100.1	4.921528	6.4799137	1.3166468	24.640434	0.0
TraesCSU02G160200	0	0	1	TraesCSU02G160200.1	0.013741626	0.051366564	3.7380266	0.2947904	0.0
TraesCSU02G160300	0	0	1	TraesCSU02G160300.1	0.53850853	0.43551335	0.80873996	1.91167	0.028599633
TraesCSU02G160400	0	0	1	TraesCSU02G160400.1	0.47250623	1.5186813	3.2140977	7.1333766	0.0
TraesCSU02G160500	0	0	1	TraesCSU02G160500.1	0.11640491	0.20159216	1.7318182	0.9771455	0.0
TraesCSU02G160600	0	0	1	TraesCSU02G160600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G160700	0	0	1	TraesCSU02G160700.1	0.07381769	0.22497876	3.047762	1.0585533	0.0
TraesCSU02G160800	0	0	1	TraesCSU02G160800.1	0.008402539	0.035919685	4.274861	0.18714444	0.0
TraesCSU02G161000	0	0	1	TraesCSU02G161000.1	0.2997755	0.12133717	0.40476012	0.5534548	0.0169114
TraesCSU02G161100	0	0	1	TraesCSU02G161100.1	1.0635905	4.2488265	3.9947953	21.268951	0.0
TraesCSU02G161200	0	0	1	TraesCSU02G161200.1	0.0013634427	0.0063818656	4.6806993	0.03633423	0.0
TraesCSU02G161300	0	0	1	TraesCSU02G161300.1	3.9249666	10.200108	2.5987756	45.93712	0.0
TraesCSU02G161400	0	0	1	TraesCSU02G161400.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G161500	0	0	1	TraesCSU02G161500.1	0.0026772365	0.00889339	3.3218546	0.034094334	0.0
TraesCSU02G161600	0	0	1	TraesCSU02G161600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G161700	0	0	1	TraesCSU02G161700.1	1.7976445	0.69963145	0.38919345	3.9569933	0.6974267
TraesCSU02G161800	0	0	1	TraesCSU02G161800.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G161900	0	0	1	TraesCSU02G161900.1	0.015090163	0.029558761	1.9588099	0.10992347	0.0
TraesCSU02G162000	0	0	1	TraesCSU02G162000.1	0.010254492	0.052128933	5.083522	0.309033	0.0
TraesCSU02G162200	0	0	1	TraesCSU02G162200.1	0.019333063	0.053573612	2.7710876	0.30159867	0.0
TraesCSU02G162400	0	0	1	TraesCSU02G162400.1	1.9053262	2.2945127	1.2042624	10.38313	0.0
TraesCSU02G162500	0	0	1	TraesCSU02G162500.1	0.0025902705	0.007416678	2.8632832	0.0391752	0.0
TraesCSU02G162600	0	0	1	TraesCSU02G162600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G162700	0	0	1	TraesCSU02G162700.1	0.1691657	0.1031998	0.6100516	0.54020536	0.0
TraesCSU02G162800	0	0	1	TraesCSU02G162800.1	0.017744547	0.024507662	1.3811376	0.09995	0.0
TraesCSU02G162900	0	0	1	TraesCSU02G162900.1	0.018306497	0.030715683	1.6778568	0.1139065	0.0
TraesCSU02G163000	0	0	1	TraesCSU02G163000.1	7.836267E-5	4.6359978E-4	5.91608	0.0027426933	0.0
TraesCSU02G163100	0	0	1	TraesCSU02G163100.1	0.0013796198	0.004432092	3.2125459	0.0191467	0.0
TraesCSU02G163200	0	0	1	TraesCSU02G163200.1	0.71783257	2.4241672	3.3770647	13.389697	0.0
TraesCSU02G163300	0	0	1	TraesCSU02G163300.1	0.006371378	0.015322231	2.4048536	0.07147433	0.0
TraesCSU02G163400	0	0	1	TraesCSU02G163400.1	0.028093886	0.07145532	2.5434475	0.24897198	0.0
TraesCSU02G163500	0	0	1	TraesCSU02G163500.1	0.15468338	0.42459488	2.744929	1.7678233	0.0
TraesCSU02G163600	0	0	1	TraesCSU02G163600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G163700	0	0	1	TraesCSU02G163700.1	0.0010528906	0.0062289843	5.91608	0.036851168	0.0
TraesCSU02G163800	0	0	1	TraesCSU02G163800.1	0.0015919419	0.006621931	4.1596565	0.037384667	0.0
TraesCSU02G163900	0	0	1	TraesCSU02G163900.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G164000	0	0	1	TraesCSU02G164000.1	2.2902162	9.29059	4.0566435	54.8788	0.0
TraesCSU02G164100	0	0	1	TraesCSU02G164100.1	14.509103	11.142242	0.76794845	61.563225	3.3933933
TraesCSU02G164200	0	0	1	TraesCSU02G164200.1	0.00426401	0.015761493	3.6964011	0.087830566	0.0
TraesCSU02G164300	0	0	1	TraesCSU02G164300.1	0.7120175	3.3323655	4.6801734	19.6999	0.0
TraesCSU02G164400	0	0	1	TraesCSU02G164400.1	0.00462007	0.011394158	2.4662306	0.051214334	0.0
TraesCSU02G164500	0	0	1	TraesCSU02G164500.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G164600	0	0	1	TraesCSU02G164600.1	0.1917253	0.28387377	1.4806275	1.3236185	0.0
TraesCSU02G164700	1	1	1	TraesCSU02G164700.1	0.6910208	0.8785604	1.2713951	3.5986698	0.0404375
TraesCSU02G164800	1	1	0	TraesCSU02G164800.1	0.06867574	0.07583198	1.1042032	0.25220546	0.0
TraesCSU02G164900	0	0	1	TraesCSU02G164900.1	0.002669399	0.010337311	3.8725238	0.057760667	0.0
TraesCSU02G165000	0	0	1	TraesCSU02G165000.1	0.001591362	0.0028567698	1.7951728	0.010567066	0.0
TraesCSU02G165100	0	0	1	TraesCSU02G165100.1	0.018349856	0.021695474	1.1823238	0.09527636	0.0
TraesCSU02G165200	0	0	1	TraesCSU02G165200.2	4.367044E-6	7.4440422E-6	1.7045953	3.7471666E-5	0.0
TraesCSU02G165212	0	0	1	TraesCSU02G165212.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G165233	0	0	1	TraesCSU02G165233.1	0.03858799	0.17787823	4.6096783	1.0038214	0.0
TraesCSU02G165300	1	1	1	TraesCSU02G165300.1	0.09619117	0.100230396	1.0419917	0.35641333	0.0
TraesCSU02G165400	1	1	0	TraesCSU02G165400.1	0.06867574	0.07583198	1.1042032	0.25220546	0.0
TraesCSU02G165363	0	0	1	TraesCSU02G165363.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G165500	0	0	1	TraesCSU02G165500.1	0.0030564987	0.010533876	3.4463866	0.057101	0.0
TraesCSU02G165600	0	0	1	TraesCSU02G165600.1	0.08349466	0.22701764	2.718948	0.94952565	0.0
TraesCSU02G165700	0	0	1	TraesCSU02G165700.1	0.22436129	0.088181935	0.3930354	0.474893	0.059668433
TraesCSU02G165800	0	0	1	TraesCSU02G165800.1	0.0024472005	0.0035234585	1.4397916	0.01064825	0.0
TraesCSU02G165900	0	0	1	TraesCSU02G165900.1	0.0043127835	0.012699177	2.944543	0.054525666	0.0
TraesCSU02G166000	0	0	1	TraesCSU02G166000.1	4.356052	8.903826	2.0440128	37.738167	0.0
TraesCSU02G166100	0	0	1	TraesCSU02G166100.1	2.0367215	4.589016	2.2531388	22.422266	0.0
TraesCSU02G166200	0	0	1	TraesCSU02G166200.1	0.012861588	0.015788766	1.2275907	0.05436627	0.0
TraesCSU02G166300	0	0	1	TraesCSU02G166300.1	0.012861588	0.015788766	1.2275907	0.05436627	0.0
TraesCSU02G166400	0	0	1	TraesCSU02G166400.1	2.906359	8.542758	2.9393334	46.9215	0.0
TraesCSU02G166500	0	0	1	TraesCSU02G166500.1	0.0090162605	0.02427838	2.6927328	0.11494567	0.0
TraesCSU02G166600	0	0	1	TraesCSU02G166600.1	0.0029185168	0.014526742	4.9774394	0.0850115	0.0
TraesCSU02G166700	0	0	1	TraesCSU02G166700.1	0.008929032	0.014471714	1.6207484	0.043713823	0.0
TraesCSU02G166800	0	0	1	TraesCSU02G166800.1	1.7103965	1.1817172	0.69090253	5.29892	0.29311666
TraesCSU02G166900	0	0	1	TraesCSU02G166900.1	1.7336916	0.68114793	0.39288875	3.47102	0.25943932
TraesCSU02G167000	0	0	1	TraesCSU02G167000.1	0.46913174	0.3868917	0.8246973	2.2192032	2.88827E-6
TraesCSU02G167100	0	0	1	TraesCSU02G167100.1	0.1691657	0.1031998	0.6100516	0.54020536	0.0
TraesCSU02G167200	0	0	1	TraesCSU02G167200.1	0.010777041	0.041401945	3.84168	0.18749	0.0
TraesCSU02G167300	0	0	1	TraesCSU02G167300.1	0.34024218	1.0651734	3.130633	4.98609	0.0
TraesCSU02G167400	0	0	1	TraesCSU02G167400.3	0.0	0.0	NaN	0.0	0.0
TraesCSU02G167500	0	0	1	TraesCSU02G167500.1	0.0723434	0.12840301	1.7749099	0.6586667	0.0
TraesCSU02G167600	0	0	1	TraesCSU02G167600.1	0.2203095	0.24574259	1.1154425	1.0748433	0.0
TraesCSU02G167700	0	0	1	TraesCSU02G167700.1	88.5268	109.19591	1.2334785	464.769	0.038396668
TraesCSU02G167900	1	1	1	TraesCSU02G167900.1	0.34025314	0.15205781	0.4468961	0.77756274	0.049437
TraesCSU02G167800	1	1	1	TraesCSU02G167800.1	0.19778535	0.2646274	1.3379525	1.0680276	0.0
TraesCSU02G168000	0	0	1	TraesCSU02G168000.1	0.4125932	0.74753344	1.811793	4.43309	0.0
TraesCSU02G168100	0	0	1	TraesCSU02G168100.1	0.13382685	0.30316764	2.2653723	1.2905103	0.0
TraesCSU02G168200	0	0	1	TraesCSU02G168200.1	0.017411996	0.09992698	5.738973	0.59156066	0.0
TraesCSU02G168300	0	0	1	TraesCSU02G168300.1	0.660419	2.0379581	3.0858562	9.522879	0.0
TraesCSU02G168400	0	0	1	TraesCSU02G168400.1	0.18267228	0.28793287	1.5762265	1.1146754	0.0
TraesCSU02G168500	0	0	1	TraesCSU02G168500.1	0.006371378	0.015322231	2.4048536	0.07147433	0.0
TraesCSU02G168600	0	0	1	TraesCSU02G168600.1	0.031940326	0.08549452	2.6766953	0.3386757	0.0
TraesCSU02G168700	0	0	1	TraesCSU02G168700.1	0.0046440177	0.008771316	1.8887343	0.04036235	0.0
TraesCSU02G168800	0	0	1	TraesCSU02G168800.1	0.18202654	0.24362165	1.3383853	1.234273	0.007720167
TraesCSU02G168900	0	0	1	TraesCSU02G168900.1	61.83017	121.94474	1.9722531	617.5258	0.0
TraesCSU02G169000	0	0	1	TraesCSU02G169000.1	0.26263	0.5284616	2.0121906	2.745232	0.0
TraesCSU02G169100	0	0	1	TraesCSU02G169100.1	0.022709653	0.07959796	3.5050275	0.4248152	0.0
TraesCSU02G169200	0	0	1	TraesCSU02G169200.1	0.6427605	0.79186344	1.2319728	2.9084566	0.0
TraesCSU02G169300	0	0	1	TraesCSU02G169300.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G169400	0	0	1	TraesCSU02G169400.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G169500	0	0	1	TraesCSU02G169500.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G169600	0	0	1	TraesCSU02G169600.1	0.024703395	0.025975522	1.051496	0.08951437	0.0
TraesCSU02G169700	0	0	1	TraesCSU02G169700.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G169800	0	0	1	TraesCSU02G169800.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G169900	0	0	1	TraesCSU02G169900.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G170000	0	0	1	TraesCSU02G170000.1	0.004012958	0.009612817	2.3954444	0.042564332	0.0
TraesCSU02G170100	0	0	1	TraesCSU02G170100.1	1.0342929E-4	4.2801246E-4	4.1382136	0.0019693	0.0
TraesCSU02G170200	0	0	1	TraesCSU02G170200.1	0.07248	0.27954197	3.8568153	1.4541739	0.0
TraesCSU02G170300	0	0	1	TraesCSU02G170300.1	0.001615103	0.0038591628	2.3894222	0.017488167	0.0
TraesCSU02G170400	0	0	1	TraesCSU02G170400.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G170500	0	0	1	TraesCSU02G170500.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G170600	0	0	1	TraesCSU02G170600.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G170700	0	0	1	TraesCSU02G170700.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G170800	0	0	1	TraesCSU02G170800.1	0.012636837	0.01826711	1.4455446	0.0768075	0.0
TraesCSU02G170900	0	0	1	TraesCSU02G170900.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G171000	0	0	1	TraesCSU02G171000.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G171100	0	0	1	TraesCSU02G171100.1	0.08787634	0.11905405	1.3547907	0.45123017	0.0
TraesCSU02G171200	0	0	1	TraesCSU02G171200.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G171300	0	0	1	TraesCSU02G171300.1	8.632291	10.245252	1.1868521	37.90622	0.0
TraesCSU02G171400	0	0	1	TraesCSU02G171400.1	1.6358E-4	9.677523E-4	5.91608	0.0057253	0.0
TraesCSU02G171500	0	0	1	TraesCSU02G171500.1	1.1563642	2.9240525	2.5286605	12.937973	0.0
TraesCSU02G171600	0	0	1	TraesCSU02G171600.1	0.003451795	0.011575253	3.3534007	0.046476267	0.0
TraesCSU02G171700	0	0	1	TraesCSU02G171700.1	0.25851145	0.73397845	2.8392491	3.02343	0.0
TraesCSU02G171900	0	0	1	TraesCSU02G171900.1	0.2229967	0.28365073	1.2719952	1.1457117	0.0
TraesCSU02G172000	0	0	1	TraesCSU02G172000.2	1.215362	0.44100687	0.36286053	2.3404434	0.25014567
TraesCSU02G172100	0	0	1	TraesCSU02G172100.1	3.9711385	10.148807	2.5556417	46.404175	0.0
TraesCSU02G172200	0	0	1	TraesCSU02G172200.1	0.01145226	0.06458379	5.639393	0.38241482	0.0
TraesCSU02G172300	0	0	1	TraesCSU02G172300.1	0.0016649065	0.0051106955	3.069659	0.023078566	0.0
TraesCSU02G172400	0	0	1	TraesCSU02G172400.1	0.46235016	0.5292516	1.1446986	2.4084218	0.0
TraesCSU02G172500	0	0	1	TraesCSU02G172500.1	6.0428257	2.1952345	0.36327946	11.149502	2.53071
TraesCSU02G172600	0	0	1	TraesCSU02G172600.1	0.00426401	0.015761493	3.6964011	0.087830566	0.0
TraesCSU02G172700	0	0	1	TraesCSU02G172700.1	0.028093886	0.07145532	2.5434475	0.24897198	0.0
TraesCSU02G172800	0	0	1	TraesCSU02G172800.1	0.001615103	0.0038591628	2.3894222	0.017488167	0.0
TraesCSU02G172900	0	0	1	TraesCSU02G172900.1	0.16421182	0.11746861	0.71534806	0.4944791	0.008660367
TraesCSU02G173000	0	0	1	TraesCSU02G173000.1	2.0065486	0.6561137	0.32698616	3.3753	0.68666935
TraesCSU02G173100	0	0	1	TraesCSU02G173100.1	0.10489856	0.1868723	1.7814573	0.8115082	0.0
TraesCSU02G173200	0	0	1	TraesCSU02G173200.1	0.20556696	0.22991636	1.1184499	0.8772902	0.0
TraesCSU02G173300	0	0	1	TraesCSU02G173300.1	0.26613614	0.20000541	0.75151545	0.77834636	0.017773233
TraesCSU02G173400	0	0	1	TraesCSU02G173400.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G173500	0	0	1	TraesCSU02G173500.1	0.010681632	0.021973178	2.0570993	0.087354116	0.0
TraesCSU02G173600	0	0	1	TraesCSU02G173600.1	0.050941966	0.17479973	3.4313505	0.965275	0.0
TraesCSU02G173700	0	0	1	TraesCSU02G173700.1	0.040619005	0.07408835	1.8239825	0.38716355	0.0
TraesCSU02G173800	0	0	1	TraesCSU02G173800.1	0.8522876	3.3579938	3.9399774	20.039333	0.0
TraesCSU02G173900	0	0	1	TraesCSU02G173900.1	0.009260821	0.019411523	2.096091	0.069269285	0.0
TraesCSU02G174000	0	0	1	TraesCSU02G174000.1	2.2711868	3.1732483	1.3971763	14.9327135	0.0
TraesCSU02G174100	0	0	1	TraesCSU02G174100.1	0.05549241	0.062160607	1.1201642	0.23213555	0.0
TraesCSU02G174200	0	0	1	TraesCSU02G174200.1	0.03977543	0.06004051	1.5094874	0.21071766	0.0
TraesCSU02G174300	0	0	1	TraesCSU02G174300.1	0.05309918	0.09470204	1.7834934	0.31756485	0.0
TraesCSU02G174400	0	0	1	TraesCSU02G174400.1	6.882819E-4	0.002483095	3.6076715	0.012166884	0.0
TraesCSU02G174500	0	0	1	TraesCSU02G174500.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G174600	0	0	1	TraesCSU02G174600.1	0.0053177984	0.00913289	1.7174194	0.033502165	0.0
TraesCSU02G174700	0	0	1	TraesCSU02G174700.1	4.5048713E-4	0.0026651178	5.91608	0.01576705	0.0
TraesCSU02G174800	0	0	1	TraesCSU02G174800.1	0.13494535	0.09833777	0.72872293	0.39029235	0.0
TraesCSU02G174900	0	0	1	TraesCSU02G174900.1	8.82864	9.1098795	1.0318553	39.3727	1.3520334
TraesCSU02G175000	0	0	1	TraesCSU02G175000.1	24.582056	32.89189	1.3380448	123.37856	0.0
TraesCSU02G175100	0	0	1	TraesCSU02G175100.1	0.078835346	0.3322426	4.2143865	1.9497008	0.0
TraesCSU02G175200	0	0	1	TraesCSU02G175200.1	0.55622846	1.5272325	2.7456932	8.255214	0.0
TraesCSU02G175300	0	0	1	TraesCSU02G175300.1	0.009260821	0.019411523	2.096091	0.069269285	0.0
TraesCSU02G175500	0	0	1	TraesCSU02G175500.1	9.4468857E-4	0.0037718497	3.992691	0.0210385	0.0
TraesCSU02G175600	0	0	1	TraesCSU02G175600.1	0.0	0.0	NaN	0.0	0.0
TraesCSU02G175700	0	0	1	TraesCSU02G175700.1	0.052818634	0.16134152	3.0546327	0.880606	0.0
TraesCSU02G175800	0	0	1	TraesCSU02G175800.1	0.7872929	2.2620294	2.8731737	9.438327	0.0
TraesCSU02G175900	0	0	1	TraesCSU02G175900.1	1.2257599	1.438424	1.1734958	5.4082465	0.0
TraesCSU02G176000	0	0	1	TraesCSU02G176000.1	1.9962665E-9	1.1810072E-8	5.91608	6.986933E-8	0.0
TraesCSU02G176100	0	0	1	TraesCSU02G176100.1	0.07396737	0.08638956	1.1679416	0.39247182	0.0
TraesCSU02G176200	0	0	1	TraesCSU02G176200.1	0.054551657	0.11226038	2.057873	0.433791	0.0
TraesCSU02G176300	0	0	1	TraesCSU02G176300.1	0.0033261126	0.010795986	3.245827	0.045297667	0.0
